user id,Week number,Post_fat_pct,Post_muscle_kg,Post_weight_kg,daily_avg_kcal,sleep_avg_hours,free_text_feedback,notes
P02,Week_2026_02,19.94,17.45,50.85,1749.1,7.32,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw clear changes in joint comfort. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1664 kcal/day, 5-min post-meal walks, and aim for consistent 7.5 h sleep."
P02,Week_2026_03,19.97,17.52,51.02,1769.2,7.2,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw gradual changes in recovery. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1685 kcal/day, 5-min post-meal walks, and aim for consistent 7.3 h sleep."
P02,Week_2026_04,20.01,17.63,51.24,1793.8,7.35,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw strong changes in motivation. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1669 kcal/day, front-load protein earlier, and aim for consistent 7.2 h sleep."
P02,Week_2026_05,20.03,17.77,51.36,1760.4,7.23,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw strong changes in sleep. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1691 kcal/day, add 10–15 min mobility, and aim for consistent 7.3 h sleep."
P02,Week_2026_06,20.07,17.93,51.58,1573,7.14,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw gradual changes in appetite. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1508 kcal/day, track water more tightly, and aim for consistent 7.2 h sleep."
P02,Week_2026_07,20.1,18.03,51.71,1835,7.13,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw gradual changes in pump. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1690 kcal/day, season with za’atar to vary flavor, and aim for consistent 7.1 h sleep."
P02,Week_2026_08,20.13,18.12,51.87,1686.9,7.37,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw clear changes in sleep. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1612 kcal/day, track water more tightly, and aim for consistent 7.1 h sleep."
P02,Week_2026_09,20.17,18.22,52.09,1818.6,7.53,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw noticeable changes in sleep. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1652 kcal/day, add 10–15 min mobility, and aim for consistent 7.4 h sleep."
P02,Week_2026_10,20.19,18.36,52.22,1828.5,7.36,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw strong changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1666 kcal/day, prep breakfast the night before, and aim for consistent 7.5 h sleep."
P02,Week_2026_11,20.23,18.49,52.42,1778.7,7.22,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw noticeable changes in digestion. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1641 kcal/day, front-load protein earlier, and aim for consistent 7.4 h sleep."
P02,Week_2026_12,20.27,18.57,52.63,1769.6,7.41,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw mixed changes in digestion. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1688 kcal/day, track water more tightly, and aim for consistent 7.2 h sleep."
P02,Week_2026_13,20.29,18.71,52.73,1719.1,7.6,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw clear changes in appetite. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1637 kcal/day, 5-min post-meal walks, and aim for consistent 7.4 h sleep."
P02,Week_2026_14,20.32,18.83,52.91,1830.6,7.68,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw promising changes in digestion. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1679 kcal/day, season with za’atar to vary flavor, and aim for consistent 7.6 h sleep."
P02,Week_2026_15,20.36,18.9,53.13,1820.3,7.56,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw promising changes in sleep. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1702 kcal/day, season with za’atar to vary flavor, and aim for consistent 7.7 h sleep."
P02,Week_2026_16,20.38,18.98,53.23,1698.4,7.68,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw promising changes in digestion. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1622 kcal/day, track water more tightly, and aim for consistent 7.6 h sleep."
P02,Week_2026_17,20.42,19.11,53.46,1769,7.77,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw promising changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1678 kcal/day, prep breakfast the night before, and aim for consistent 7.7 h sleep."
P02,Week_2026_18,20.45,19.24,53.6,1656.4,8.04,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw promising changes in joint comfort. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1595 kcal/day, lighten late snacks, and aim for consistent 7.8 h sleep."
P02,Week_2026_19,20.47,19.35,53.69,1787.9,8.24,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw promising changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1715 kcal/day, add 10–15 min mobility, and aim for consistent 8.0 h sleep."
P02,Week_2026_20,20.49,19.44,53.82,1905.6,8.04,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw gradual changes in sleep. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1750 kcal/day, 5-min post-meal walks, and aim for consistent 8.2 h sleep."
P02,Week_2026_21,20.51,19.51,53.95,1908,8.21,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw clear changes in motivation. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1749 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.0 h sleep."
P02,Week_2026_22,20.55,19.61,54.18,1830.1,8.17,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw promising changes in pump. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1736 kcal/day, prep breakfast the night before, and aim for consistent 8.2 h sleep."
P02,Week_2026_23,20.57,19.72,54.31,1770.2,8.18,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw promising changes in energy. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1677 kcal/day, prep breakfast the night before, and aim for consistent 8.2 h sleep."
P02,Week_2026_24,20.6,19.88,54.49,1801.5,8.42,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw clear changes in pump. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1733 kcal/day, lighten late snacks, and aim for consistent 8.2 h sleep."
P02,Week_2026_25,20.63,20.02,54.68,1679,8.54,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw strong changes in appetite. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1611 kcal/day, add 10–15 min mobility, and aim for consistent 8.4 h sleep."
P02,Week_2026_26,20.65,20.12,54.78,1797.2,8.48,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw clear changes in recovery. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1740 kcal/day, front-load protein earlier, and aim for consistent 8.5 h sleep."
P02,Week_2026_27,20.67,20.2,54.87,1934.3,8.39,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw clear changes in recovery. For my goal, I prioritized progressive overload + protein timing. Budget=medium, cooking=beginner.","Next week: keep ~1769 kcal/day, lighten late snacks, and aim for consistent 8.5 h sleep."
